video_id,instance_id,query
XHFsmsGPDVc,3,Person is flying from the car during crash
XHFsmsGPDVc,4,guy flying through the air
XIt9hcPhdxs,0,Brown dog rolling on the carpet
XIt9hcPhdxs,1,a man is standing on the right
XJbj-tBirio,0,the basketball is thrown around
XJbj-tBirio,1,Guy in the red shirt shooting balls from the left
XJbj-tBirio,2,the person is catching and passing the ball
XMQtAm5hWDI,0,man tumbling on the grass
XNjkJT1Oa6o,0,baby in black gray striped outfit climbing
XOLkSvbQFOg,0,the cat is eating food off the floor
XPOif-Kkx9s,0,Man is throwing ball to the basket
XPOif-Kkx9s,1,an orange ball is flying
XPlsmgMLf8E,0,a man is rolling down a hill
XQ2WJo8sLEw,0,White blue ball is laying on the left
XQ2WJo8sLEw,1,White dog is jumping through pink flower circles
XQ2WJo8sLEw,2,the person in gray is walking
XQ2WJo8sLEw,3,man in black pants walking next to a white dog
XVMuN3em64c,0,a person with a black shirt is eating
XVMuN3em64c,1,Guy in orange shirt sitting at the table
XVMuN3em64c,2,Guy on the left is eating 
XWLh6BBJY2c,0,Boy with white hat playing basketball
XWLh6BBJY2c,1,man throwing ball 
XWLh6BBJY2c,2,Ball laying near the door
XWLh6BBJY2c,3,basketball flying into the basket
XWU-3383awE,0,the guy in the white shirt is eating something from a bowl
XWU-3383awE,1,man eating on the left
XWq7yzJykCQ,0,a white dog is barking on the floor
XWq7yzJykCQ,1,Yellow small ball is lying on the floor
XWq7yzJykCQ,2,a green ball is sitting on the back
XXc0zq84TkU,0,Cat quickly climbing the wall
XZ9aZGtR9ro,0,a white dog is crawling
XZVXofkLyZw,0,a baby is crawling
X_yJYz11yYY,0,pigeon walking in the snow
XajnNDIefa8,0,Bird is climbing the stairs
Xak5MjMRWFA,0,Small baby crawling on the right
Xak5MjMRWFA,1,baby crawling on the left
XdJF9gJt-Ds,0,man standing on the right side of the treadmill
XdJF9gJt-Ds,1,the blue man is running on a treadmill
XdJF9gJt-Ds,2,a man in dark shirt is standing on the left
XeB01WsIBQ8,0,white dog eating
XeVoWqR_ods,0,a brown dog is rolling on the grass
XgOoI6MlHQc,0,a bird is rolling
XhPZzoNrH_M,0,baby in pink dress is lying on the bed
XhPZzoNrH_M,1,a girl on the left is watching
XhzsMNkMY40,0,dog is eating from hand
XiTgkeimS68,0,Baby in green costume climbing the stairs
XiZcwJcAPKA,0,a person is standing with an open leg
XiZcwJcAPKA,1,a black dog is running between the girls feet
Xj4HQwpJRA4,0,car with yellow stripes jumping in the middle
Xj4HQwpJRA4,1,the person with a white cap is watching a car
Xj4HQwpJRA4,2,a man in dark is standing in the middle
Xj4HQwpJRA4,3,second man in blue from right standing
Xj4HQwpJRA4,4,man in blue standing on the rightmost
Xj4HQwpJRA4,5,a man with green shirt on the left is standing
Xj4HQwpJRA4,6,the blue man on the right bottom is standing
Xk9FT6ktnqE,0,a cat is rolling on the bed
XkTNuz2D9fU,0,Bird running on the beach
XkshgdUpH9s,0,a cat is jumping
XlnBNfenXTc,0,a baby is climbing a seat
Xo0MEQSGW8w,0,Flying car taking off from runway
XoAfXt-byRI,0,the car is trying to jump over other cars
XoHqT4rX5Fg,0,a white dog is eating food
XpIpHBgJUGM,0,Guy in the black sports suit is running on the track
XpIpHBgJUGM,1,Man in red shorts is running on the track
XpIpHBgJUGM,2,man in red running
XpLweH0fo7M,0,black dog crawling on the floor
XsLgy84qXME,0,black cat climbing
XtYECKEI9t8,0,White kitten escaping from the hand
XtYECKEI9t8,1,man is playing with the cat
XyDO1lRpYLI,0,the dog is rolling over
XytR6MOwKHs,0,Guy is climbing a gray wall
Xzj_DwwnWZA,0,car is jumping from the springboard
Xzj_DwwnWZA,1,a man in yellow shirt is standing in front of the camera
Y0C_nqPdGEM,0,Blue police car rolling in the streets
Y0Tn81v1Pt0,0,White dog is running in spinning wheel
Y0UsgzQ52tg,0,cat running in the room
Y0y_SF_9zBQ,0,a man is sitting close to the camera and playing with a green ball
Y0y_SF_9zBQ,1,a seated baby is taking and giving a green ball
Y0y_SF_9zBQ,2,a green ball is being holded by a small child
Y46t7LPnVlA,0,a baby is climbing up a seat
Y6m5YnRmWO4,0,man in red top jumping on the trampoline
Y6m5YnRmWO4,1,boy kicking a orange ball
Y6m5YnRmWO4,2,ball flying into the sky
Y6m5YnRmWO4,3,a girl is watching a performance on the right
Y6m5YnRmWO4,4,man in striped shirt standing
Y8TyYoG8oB4,0,black dog crawling
Y93DbtNqc5Y,0,Guy is rolling down from grass hill
Y96I2y8fUl8,0,black bird eating
YAHsPetA0yM,0,bird flying over the beach
YAHsPetA0yM,1,a bird is flying on the left
YAHsPetA0yM,2,Girl in pink shirt is running on the beach
YAHsPetA0yM,3,Bird is flying above the beach
YAHsPetA0yM,4,Girl in pink red dress is chasing birds on the beach
YAPQck9DCkk,0,Guy in white cap is eating at the table 
YAPQck9DCkk,1,a bald man is eating a sandwich
YAVnYNL6Px8,0,Black dog running on green brown grass
YBPyEYyZA8g,0,Fluffy small white dog walking on a leash
YBPyEYyZA8g,1,a woman in black dress in walking
YFiFrILEfkc,0,Man with pink backpack is walking outside
YFiFrILEfkc,1,a girl in white jacket is walking
YIEv6_HQtAc,0,a man in white shirt is throwing a ball
YIEv6_HQtAc,1,a yellow basketball is being holded and played by a guy
YIHjdVteO2A,0,a man is throwing a ball
YIHjdVteO2A,1,a basketball ball is flying
YIL8dT5HGr8,0,girl rolling on the mat
YIL8dT5HGr8,1,bird in black pants standing
YIkiV77yKN0,0,Orange ball jumping near free throw line
YIkiV77yKN0,1,Guy in white shirt dribbling a ball
YJ74d6WWLDE,0,Man in orange helmet is climbing a rock
YLxQLEmeUro,0,white car parking on the right
YLxQLEmeUro,1,red car jumping to the white car
YLy_WduPvcE,0,a parrot is rotating in a rope
YLzSQOyl4k0,0,Green yellow parrot rolling on the wooden stick in the cage
YLzSQOyl4k0,1,a bird is standing on a bar on left in a nest
YM6giKk2JIs,0,the bowling ball is thrown
YM6giKk2JIs,1,Man is throwing a bowling ball
YMcgGPeBDZM,0,Guy dribbling the ball in the center of the circle
YMcgGPeBDZM,1,a blue and yellow ball is moving up and down
YPy8zQez4Hk,0,bird rolling
YTTZ3z86MtM,0,the beagle is rolling around in a patch of dirt
YWVZoexIAMA,0,the baby is pushing a toy
YX1Ya8UA25c,0,cat in silver color rolling
YX1Ya8UA25c,1,man in yellow top standing in the back
YZxVkQ1ukO8,0,a brown dog is walking
YZxVkQ1ukO8,1,person walking with the dog
Ybfv0xhHPJ0,0,a dog is running in the grass
Ybfv0xhHPJ0,1,a white and brown dog is following its friend on grass
Yeab5p3yQIM,0,red car rolling on the lawn
YggIcWYUC1s,0,man rolling on the grass
Yh2XTAiVXJs,0,bird flying above the water
YiCOxtU7oo8,0,a dog is rolling
YigOHqXuFT0,0,a man in white shirt is walking on the left
YigOHqXuFT0,1,the blond lady is walking
YigOHqXuFT0,2,a girl on the right is walking
YigOHqXuFT0,3,the person on the right is standing
Yij4cD0wwSg,0,spotted cat jumping
Yij4cD0wwSg,1,a man with white short pant is standing on the left
Yij4cD0wwSg,2,Guy in gray shorts standing on the right
Yj37_ARtN9k,0,a white dog is walking
Yj37_ARtN9k,1,a brown cat is walking
YjSmCfbiSlc,0,a black dog in the middle is crawling
YjSmCfbiSlc,1,gray dog crawling on the left
YjrnJVO-8zE,0,black dog rolling on the floor
Ypk7UDL8aYc,0,a car is turning upside down on a dirt road
Yqn605iZVzA,0,a man is running
Yqn605iZVzA,1,man in white top and black pants walking beside the running track
YtQ3TlMp8yU,0,a white pelican on the grass
YtwPzyppOyY,0,yellow dog jumping up and down on left
YtwPzyppOyY,1,a dog is jumping
YtwPzyppOyY,2,a man in yellow clothes is rotating a rope
Yv3KBpEw11w,0,Girl is sitting on the floor
Yv3KBpEw11w,1,blue bird climbing  
YvUHWgFtx3Y,0,dog eating on the grass
Yvln6qRYNPo,0,bird climbing on the cage
YwCrkTTCQ_8,0,a big white dog is walking 
YwCrkTTCQ_8,1,fluffy cat walking with the dog
YwoV9dqLW8E,0,the cat is sitting
YwoV9dqLW8E,1,man in black eating burgers
YxG4w7hOsAQ,0,man is throwing discs to the dog
YxG4w7hOsAQ,1,dog is catching plates
YxTnbVoSFRg,0,a white dog is rolling in the grass
YzUGhQvat_4,0,a baby is rolling in his bed
YzZdQC3Vtys,0,cat jumping along the door
Z14ivKXWD0k,0,a dog is rolling on the floor
Z14ivKXWD0k,1,Orange ball laying on the floor near the dog
Z2o-4dY2x3g,0,Dog rolling on the grass
Z3JcyWmXf9Q,0,dog is eating from the bowl
Z3VaBWiLwmI,0,car rolling over the road
Z3VkU7jkmF8,0,baby rolling on the couch
Z3mrI3Qtib0,0,man in red vest jumping into the sand pit
Z3mrI3Qtib0,1,a man is standing on the right and watching the game
Z41ego6wAMU,0,Parrot rolling 
Z6SJAY_kX5Q,0,a black car is jumping up and down
Z6SJAY_kX5Q,1,a man with white shirt is standing near the car
Z6SJAY_kX5Q,2,man in red shirt is walking towards a car
Z7WNqKYkagw,0,Bird is pecking a tree
Z8cPkTh7Y3k,0,a black dog is walking
Z8cPkTh7Y3k,1,man in gray sweater is walking on the wooden platform
Z9B8qY5XvAA,0,a colorful parrot is climbing up a tree
ZA8sDkqzwUs,0,baby is walking towards a girl
ZA8sDkqzwUs,1,Girl on the left is sitting on the floor
ZA8sDkqzwUs,2,a man in red tshirt is sitting n the right
ZBDqZAnx55Q,0,cat is eating a burger
ZBsZico-77E,0,the grey cat is climbing up a ladder
ZFGGfucMUEc,0,bird jumping up and own with a woman
ZFGGfucMUEc,1,woman playing with a blue bird
ZFgixenRtEc,0,a guy holding a white bird
ZFgixenRtEc,1,white bird jumping
ZFgixenRtEc,2,Woman catching an owl on her hand
ZGrTADVlv4g,0,a red car is jumping on a dirt road 
ZI9F9a45VVw,0,a dark car is parked in the middle
ZI9F9a45VVw,1,a white car is rolling over the ground
ZIwPOSENnxY,0,a man is standing on the platform
ZJLo4kKI_uw,0,man in white shirt and black pants walking the street
ZJLo4kKI_uw,1,woman in black top walking with a girl
ZJLo4kKI_uw,2,a woman in blue jeans and black shirt is walking on the left
ZJLo4kKI_uw,3,Woman in black skirt with large bag walking on the street
ZJLo4kKI_uw,4,man with blue shirt and black pants in the middle walking away
ZJLo4kKI_uw,5,woman in gray dress approaching the camera
ZJLo4kKI_uw,6,a man with black tshirt and a bag is standing on the right side
ZLydEwpx0cc,0,man making a roll
ZMtPgxqrA3Q,0,kid in blue shorts climbing
ZPt502xxzTo,0,Black cat climbing the pillar
ZQ1iBiYjsU8,0,baby is climbing the stairs
ZQ1iBiYjsU8,1,a man sitting on the stairs and taking care of the baby
ZRH29v3qP7U,0, blue ball is moving on a bowling floor
ZRpHMLwIih4,0,a bird is flying
ZTOoY683VCg,0,the cat is majestically bounding through powdery snow
ZToCdyGSduw,0,a man in white shirt is rolling and jumping
ZWBBn2Ow9Cs,0,a man with uniform is walking on the left apart from the group
ZWBBn2Ow9Cs,1,a man in front is walking
ZWBBn2Ow9Cs,2,Guy in the black suit sitting on the platform
ZWBBn2Ow9Cs,3,Guy with musical instrument is walking in the front on the left
ZWBBn2Ow9Cs,4,a man is playing an instrument in the middle of a group
ZWBBn2Ow9Cs,5,man in the front second from the right
ZWBBn2Ow9Cs,6,man in uniform walking on the right most
ZWBBn2Ow9Cs,7,a man is playing an instrument in the middle of a group
ZWgjKwgKDRg,0,man eating
Z_p23R116ds,0,a dog is crawling
Z_p23R116ds,1,boy in white sitting on the floor
Z_zaDOvAfUY,0,a gray car is jumping up and down
ZcH052nY7II,0,see bird flying over water
ZdB1Rb1kGxE,0,Fuzzy brown dog eating from the bowl
ZdB1Rb1kGxE,1,a girl is sitting and feeding food to a dog
ZdgEwZ7xYxo,0,the man in the white outfit is hopping over some exercise balls
ZdgEwZ7xYxo,1,blue ball on the left
ZdgEwZ7xYxo,2,man in white jumping over the blue balls
ZhmnM4ur4ag,0,a person is standing on the left
ZhmnM4ur4ag,1,boy bouncing a yellow ball
ZhmnM4ur4ag,2,a yellow ball is jumping top and down
ZhmnM4ur4ag,3,a big blue ball on the middle
ZhqJyvNzA7Q,0,Black dog is eating the chicken on the floor
Zk0b_ABep0A,0,dog is jumping in to the water
Zkhov9pLYBM,0,White chicken walking on the ground
ZmOXCmoLlTI,0,man crawling on the floor
ZmOXCmoLlTI,1,a blue ball is sitting on the back right
Zp9pvwkC7H8,0,a brown dog is walking outside
Zp9pvwkC7H8,1,man walking on the streets with the dog
Zp9pvwkC7H8,2,Guy in black shirt and striped shorts walking near the buildings
Zp9pvwkC7H8,3,a man in white shirt on the behind is walking
ZqFQ_8NI6rc,0,the dog is crawling behind the baby
ZqFQ_8NI6rc,1,baby crawling in the front
ZqFQ_8NI6rc,2,a dog is crawling on the right
ZusU_rZY7ms,0,parrot is holding the rood of the cage
ZvWYno1PwiI,0,a white cat is eating a corn
ZvgJ7mVxeg0,0,ball is bouncing in the room
ZvwpQGmAeFo,0,Green car is dancing in large mall room
ZvwpQGmAeFo,1,Guy in white shirt standing behind the car
ZwAhizK__6s,0,dog jumping in the water
ZwAhizK__6s,1,woman is standing near the dog
ZwCBaBsvxrE,0,the black car is driving
ZwCBaBsvxrE,1,red car running in the back
ZxJPU-wiue4,0,a white dog is walking
ZxJPU-wiue4,1,Woman in black dress is walking with white poodle
ZxsjhocQ8WQ,0,a man is crawling
Zzn0EYnVuzQ,0,kid in the center jumping
Zzn0EYnVuzQ,1,a man in white cover is standing on the left
Zzn0EYnVuzQ,2,girl in school uniform standing on the left
Zzn0EYnVuzQ,3,girl in school uniform standing on right
Zzn0EYnVuzQ,4,a boy in green and yellow is standing on the right back
_-XnmNIppqQ,0,baby is lying on the cover
_0djE279Srg,0,the dog is walking
_0djE279Srg,1,Man in the black suit walking with the dog
_1MUXIam4lA,0,racing car running first
_1MUXIam4lA,1,the top car on right is moving
_1MUXIam4lA,2,blue racing car running third
_1MUXIam4lA,3,Red Bull racing car is following three cars ahead
_1MUXIam4lA,4,car driving at the fifth position
_1UY2k5Mu3o,0,brown dog eating
_1UY2k5Mu3o,1,Fury white dog eating food from the floor
_4JOpIKy0rA,0,Bald guy is crawling on the black cover
_4dhGTo0z84,0,a black dog is walking in the water
_97vl6lo9-w,0,Girl in the red jumping on the ball
_97vl6lo9-w,1,girl in white bouncing up and down with a red ball
_97vl6lo9-w,2,red ball jumping with a girl in white
_97vl6lo9-w,3,Pink air ball bouncing on the left
_CJ7ZCV-cSA,0,baby crawling on the cover
_CLm13C-tWU,0,black dog rolling on the floor
_DIMJ2eENow,0,bird rolling on the carpet
_E7Z6KeLexs,0,player in red shirt throwing a ball
_E7Z6KeLexs,1,A football is thrown by a man
_E7Z6KeLexs,2,Referee standing behind the goal line
_ET-TppjuA0,0,a black car on the left of lane nearby a yellow car is racing in formula 1
_ET-TppjuA0,1,a yellow car is moving in the middle
_ET-TppjuA0,2,a yellow car is moving in front of other cars
_ET-TppjuA0,3,the racecar is starting the race
_ET-TppjuA0,4,Blue car starting from the second row on the grid
_ET-TppjuA0,5,Black formula car riding in the middle of the peloton
_ET-TppjuA0,6,a car in the middle is moving
_ET-TppjuA0,7,Burgundy car starting in the back of the grid
_EbeCObU_jM,0,Brown dog walking in the forest with cat and man
_EbeCObU_jM,1,black cat walking next to a dog
_GBDwk5uTRc,0,a small cat is running around
_GBDwk5uTRc,1,a man is moving a stick
_GBTlc0ZZ7c,0,baby is climbing a leather couch
_HmK9H5C3c0,0,man crawling on the lawn
_I0h3GB5VwI,0,bird jumping on the tree
_IEDFi1vjSQ,0,a baby is climbing up a baby carriage
_IY9DImVDSU,0,bird flying
_Ih9BnYFjVA,0,the cat is playing fetch
_K7rv_vFOWM,0,man in red top crawling
_KIlkrVZb-g,0,man in yellow shirt running first
_Lyt-IwXCSo,0,a green bird is jumping over a stick
_Lyt-IwXCSo,1,yellow bird standing on the bottom left
_Lyt-IwXCSo,2,a green bird flying through an abacus
_N5-86FVoTA,0,a bird is jumping up and down
_O6VsB_6RII,0,woman in green top standing on the left
_O6VsB_6RII,1,dog is walking around red cones
_O6VsB_6RII,2,Woman walking with the dog around the cones
_O6VsB_6RII,3,a dog is being holded by its owner inside a house 
_P1Y6b1RXM0,0,topless man running
_P1Y6b1RXM0,1,a man in biking
_PbqYUB4Tv4,0,a woman in black uniform is doing some gymnastics 
_QM5l330QDw,0,white cat jumping above the window
_QM5l330QDw,1,Girl in pink jacket standing near the wardrobe
_Qtg1JGMF6U,0,a man is climbing up a tree
_Qtg1JGMF6U,1,black car standing on the beach
_S_Mt0Rvgcs,0,a girl with black shirt on the left is walking
_S_Mt0Rvgcs,1,a girl with pink bag is walking outside
_S_Mt0Rvgcs,2,boy in stripe shirt standing on the right
_Sgtq0dC_2E,0,bird jumping in the cage
_TbpSSqZ7Eo,0,bird rolling
_UjJCWQ5BvY,0,a red car is rolling and flying on the air
_WEMtYj2pJc,0,a cat is trying to reach something 
_WytjbKhj58,0,a boy is eating on the left
_WytjbKhj58,1,a man in orange is eating sandwich on the right
_XIfANhA9b4,0,a white dog is running in a green field
_XzGZhWHhg4,0,Guy is eating a dry beetle
_Z7_Ug7dj_A,0,black furry dog crawling on the floor
__KkKB4wzrY,0,White bird is flying in the sky
_a2OKQV_jE8,0,Cat climbing the wall
_aJOs5B9T-Q,0,a person in red shirt is standing
_aJOs5B9T-Q,1,a man in white shirt is running
_aJOs5B9T-Q,2,guy n black clothes sitting on the grass
_caOk6lycb0,0,a brown dog is walking outside in the ocean
_eTxQLfIUNY,0,a man is climbing up a wall
_exbaQIbJNU,0,red car running on sand
_fHAFq7CtHE,0,gray cat jumping
_fHAFq7CtHE,1,cat walking on the bottom right
_hBrf7eFC60,0,baby boy bouncing a basketball
_hBrf7eFC60,1,the basketball is dribbled by a kid
_hadwgFinRU,0,woman in orange shirt standing on the left
_hadwgFinRU,1,a person is sitting in the middle
_hadwgFinRU,2,woman in pink top and black pants standing on the left
_hadwgFinRU,3,girl in white shirt jumping
_hadwgFinRU,4,the man is watching a woman jump
_hadwgFinRU,5,man in blue top and red shorts standing in the middle
_hadwgFinRU,6,Guy in the white shirt and black pants standing in the middle of crowd
_hadwgFinRU,7,woman in pink standing on the left
_hadwgFinRU,8,a person in blue shirt is standing in front of the camera
_j2ZNVbhm84,0,cat rolling on the floor
_lJEBTdEONk,0,a guy with the uniform is jumping a hurdle in a gymnasium
_lRJuoI0r5o,0,a baby is rolling
_mKGq6B7B0A,0,a white cat is rolling on the ground
_nP51kn7bnc,0,a cat is crawling through a building
_p2yoGDYjvc,0,the bird is walking
_pCjfKChc_4,0,a dog is rolling on the grass
_pGJ9AMRjn0,0,a white and brown cat is walking inside a rotating wheel
_qS7PaxHBAk,0,bowling ball rolling on the track
_rQtB4lwYBk,0,a black cat is walking
_rQtB4lwYBk,1,Brown dog is lying on the floor
_smmpMME17E,0,man in blue shirt eating
_t3Ppwfq4VU,0,a man is throwing a green ball
_t3Ppwfq4VU,1,White dog is jumping into the water
_v9WCrS-hD8,0,parrot rolling
_v9WCrS-hD8,1,a colorful parrot is rolling in the ground
_vx1OVLX5Rc,0,the cat is jumping up into a window
_xN8dVKiiCI,0,the hound is walking
_xO1YgfhZBo,0,man throwing a ball
_xO1YgfhZBo,1,a dark ball is flying on the air
_z667v_JmG8,0,yellow ball rolling with a brown dog
_z667v_JmG8,1,Brown dog pushing yellow ball
_z667v_JmG8,2,a black dog on the left is watching
_zDiMvRtHhc,0,Car is riding on the racing track
_zDiMvRtHhc,1,racing car running in distance
a2HjLtnVDaY,0,woman walking with dogs
a2HjLtnVDaY,1,the big dog is walking the small dog
a2HjLtnVDaY,2,small black dog walking with the big dog
a2HjLtnVDaY,3,black dog walking on the front left
a2HjLtnVDaY,4,white car parking on the top right
a2HjLtnVDaY,5,a black car is parked
a3MZo4roH3w,0,a baby is walking
a3T8efzPYd8,0,a green car is jumping up and down
a3T8efzPYd8,1,the man is watching a car jump up and down
a4TQzOsz3qY,0,a street basket player is doing a trick outside 
a4TQzOsz3qY,1,basketball flying into the basket
a5l_BsMgTcU,0,Green parrot sitting on the arm of the sofa
a6r0gvnW1-E,0,bay is lying in the bed
a8gUOdY672I,0,Green parrot is climbing a rope
a8gUOdY672I,1,Blue parrot is standing on top of the cage
aB8Qj8ZVvJw,0,baby in red shirt crawling on the wooden parquet
aB8Qj8ZVvJw,1,a woman in red shirt is sitting on the right
aHQL_mFJ_Rw,0,a baby is crawling using a doom like tool
aHQL_mFJ_Rw,1,a man is sitting on the left
aHrV6HXHyYc,0,Gray parrot climbing the rope
aHrV6HXHyYc,1,a small white bird is standing on the floor
aHrV6HXHyYc,2,Yellow bird standing at the bottom of something
aIJGINPnwzc,0,Soldier in front creeping in the dirt
aIJGINPnwzc,1,the soldier is crawling under barbed wire
aInHQoGJFGw,0,Baby rolling on the bed
aJ8_FDuKI5U,0,a cat is climbing up a man's leg
aKHkgKPrI78,0,a baby is walking
aKMEXYjIzMc,0,dog running on the road
aKf44qrlTJI,0,a cat is eating food
aLHU-RHfHtw,0,the corgi is rubbing grass on its back
aM-FQnW2sHE,0,a woman in black on the left is rubbing something to a man
aM-FQnW2sHE,1,Man in red shorts crawling on the grass
aMHCqrHTkRI,0,a baby is sitting in a mattress
aMHCqrHTkRI,1,a black cat is walking and jumping on the right
aO9LNom2wa0,0,a cat is walking nearby a LCD screen
aO9LNom2wa0,1,globe standing on the desk
aPzxPEBaF2Y,0,Half naked guy in white shirt walking in the back
aPzxPEBaF2Y,1,a man is walking in the middle of stage
aQa84Z-L2Qc,0,a dog is crawling
aSwtv3Go81M,0,Baby with black hair on the right creeping on blue floor
aSwtv3Go81M,1,woman crouching on the right
aSwtv3Go81M,2,an asian guy on the left is being holded by someone 
aSwtv3Go81M,3,Woman in white black striped blouse is sitting on the blue floor
aSwtv3Go81M,4,a girl in white shirt is sitting on the left
aSwtv3Go81M,5,a man is black cloth is walking on the behind
aSyb2wedmBc,0,Baby rolling on the bed
aUOitI-Pgog,0,the left person in red is standing
aUOitI-Pgog,1,Guy in black shirt shooting the ball from the free throw line
aUOitI-Pgog,2,the man in red shirt on the right is standing
aUOitI-Pgog,3,The ball is flying to the basket
aVZBN6sjZR0,0,bird eating worm on the grass
aYbZ5DFWN0c,0,black dog walking on the left
aYbZ5DFWN0c,1,a white dog on the right side of the left man is walking
aYbZ5DFWN0c,10,the cars are driving past
aYbZ5DFWN0c,2,a man on the left is watching his phone
aYbZ5DFWN0c,3,woman in blue blouse walking with dogs
aYbZ5DFWN0c,4,large brown dog is walking in the group of the dogs on the right
aYbZ5DFWN0c,5,white dog on the right is walking in large group of dogs
aYbZ5DFWN0c,6,the second dog from the right is walking
aYbZ5DFWN0c,7,person with gray clothes walking away
aYbZ5DFWN0c,8,white fluffy dog is walking on the left
aYbZ5DFWN0c,9,Guy in the green hoodie walking in the back
aYgaAnvJMSg,0,a man in blue is rolling on the ground
aab2qf7bZoI,0,baby in orange walking
abgBM_jecSE,0,a bird is walking
acveK29W2C4,0,red car running on the road
ad1Hqh9ZJQw,0,woman in black pants running with a cat
ad1Hqh9ZJQw,1,black cat running with a woman
adGVV_EYiq4,0,girl eating noodles
adTkwZbovD0,0,Furry white dog eating something in its claws
adgdh4LAb4c,0,a metallic ball is moving in a maze
aeXzdiPANQA,0,a brown and white dog is eating a big bone
afEOCnXsTk4,0,man in white top jumping into the sand pit
afEOCnXsTk4,1,man in black walking cross the running track
afEOCnXsTk4,2,the right person is walking away from the camera on the left
afOL3SR5CM4,0,pink ball is rolling on the floor
afOL3SR5CM4,1,man in black walking next to a girl
afOL3SR5CM4,2,girl rolling a ball
agk1Pgo2jWY,0,a black and white cat is jumping
agp8AYCf3wE,0,a baby in green is rolling on the floor
ahdNye4F3Us,0,man crawling on the floor
aiiaCN0dEPg,0,a cat is jumping to catch a toy
ajIp04t9-zc,0,a man in watching on the left
ajIp04t9-zc,1,the boy on the right is eating
akafnWXI0mo,0,a man is standing in the middle
akafnWXI0mo,1,blue car jumping up and down on the right
akafnWXI0mo,2,the orange car is jumping up and down
akafnWXI0mo,3,a man in black is standing on the right side of the blue car
akafnWXI0mo,4,man in gray coat  operating the car
an59x9ANZL8,0,Guy playing basketball alone on the court
an59x9ANZL8,1,a ball is flying toward the basket
an59x9ANZL8,2,the left dark ball is sitting on the floor
aocdTVLO7aM,0,a white bowling ball is moving
aocdTVLO7aM,1,man throwing a bowling ball
aon3IF_qxno,0,a baby in white shirt start walking
aon3IF_qxno,1,the person on the right is squatting
apScPGgLTms,0,bird eating in the middle
apUrSD1-O2Q,0,man in sports suit is rolling on the grass
arUMyPmo3kw,0,baby crawling on the floor
arbeDZSEal8,0,cat rolling on the couch
as5iYPsSGXg,0,baby is rolling in his bed
asmj57g4gQk,0,Dog is jumping in to the swimming pool
atgXRy1ZqAs,0,Brown sparrow eating grains from the grass
auUUYQQGcvw,0,baby crawling on the 
auySLSmpj8Q,0,Guy in white shirt shooting the ball on the basketball court
auySLSmpj8Q,1,Ball flying to the basket
avAfA9ymeB4,0,a baby is crawling
avSpMOJTQkU,0,blue car jumping up and down
avSpMOJTQkU,1,Guy in black shirt holding a rope
avSpMOJTQkU,2,man in blue standing near yellow line
avq2yhLC2vI,0,a green parrot is rolling 
avq2yhLC2vI,1,a woman on the left is sitting
ax0ZJ8Yk1J8,0,White dog is walking on the streets
axFm40fAM4M,0,Duck following another duck on the streets
axFm40fAM4M,1,a bird is walking in the front
axkHGnmNsks,0,topless man climbing rocks
axs3ifQNWdw,0,Black dog running the girl on a bike
axs3ifQNWdw,1,a boy is biking 
ay2_twZF_XE,0,a dog is walking
ay8tJQ8wb98,0,dog crawling on the floor
b-6ZKADToAQ,0,baby in white top crawling on the floor
b-6ZKADToAQ,1,man in red shirt squatting 
b-6ZKADToAQ,2,the balloon is not doing anything
b-6ZKADToAQ,3,a boy in yellow tshirt is standing in the middle
b-bEtoNzGHY,0,a brown bird on the left is eating food
b-bEtoNzGHY,1,red bird is sitting on the roof
b-bEtoNzGHY,2,a small sparrow on the middle is eating food
b0Z02_-YJjI,0,a cat is eating food
b2R0UGw2cc0,0,man is running on the track
b2R_4lzpthQ,0,the person on the right with a black shirt is walking
b2R_4lzpthQ,1,Woman in red shirt walking near the building
b2R_4lzpthQ,2,man in white shirt walking on the left
b2R_4lzpthQ,3,small girl in black walking to the right
b2R_4lzpthQ,4,Woman in white blouse walking to the left
b2R_4lzpthQ,5,a man is walking on the left
b2u5iSfVCKU,0,car rolling on the lawn
b30cVsBScxs,0,a cat is going jumping to another branch
b3yVdxutCtw,0,white cat eating corn
b6bzlwgV3ZQ,0,a man in black is jumping
b6bzlwgV3ZQ,1,a man is jumping
b6bzlwgV3ZQ,2,Black ball laying on the floor
b6pwRAPlRAo,0,a cat is walking
b7D3QscIZso,0,the car is flipping over
b7D3QscIZso,1,the right person in orange is watching a car
b7D3QscIZso,2,man in black standing on the grass
b7SnqaGMg5Y,0,man in blue shirt standing on the road
b7SnqaGMg5Y,1,Guy in black shirt and red shorts walking towards another guy
b8_ASkhmdCA,0,the girl in red is crawling in some mud
b8_ASkhmdCA,1,a man in black is crawling in the mud in the middle
b8_ASkhmdCA,2,man in black crawling in the middle
bAbbvn_qPi8,0,a baby is crawling in a tube 
bBvZSU9A1vQ,0,a red car is standing in a parking lot in a house
bBvZSU9A1vQ,1,a person on the left is throwing a ball
bBvZSU9A1vQ,2,man is throwing ball to the basket
bCEku_mvAac,0,cat rolling on the bed
bGfuK9H1RKk,0,someone in the foreground is doing gymnastics
bGfuK9H1RKk,1,the man is kneeling
bGfuK9H1RKk,2,man in black sitting in the top center
bGfuK9H1RKk,3,a man in black is sitting on the right
bGfuK9H1RKk,4,the second from the left man is sitting in a black shirt
