video_id,query
Rate_my_golf_swing__driver_and_9_iron_golf_f_cm_np1_ri_med_0,man in purple shirt playing golf
Rate_my_golf_swing__driver_and_9_iron_golf_f_cm_np1_ri_med_1,man in blue shirt and black shorts playing golf
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_3,the left man in black is throwing a ball to the basket
ReggieMillerTakesonThreeAverageGuysinaShootout_shoot_ball_u_nm_np1_ba_med_9,man in black shooting basketball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_goo_1,player kicking football
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_goo_2,man in black shirt kicking football
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_3,man kicking ball into the hole
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_5,man kicking ball into the hole
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_7,a man in white tshirt is shooting a ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_f_nm_np1_ba_med_9,man in white shirt kicking the ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_l_nm_np1_ba_med_6,a man is shooting a ball
Ribery_Torwandschiessen_Sportstudio_kick_ball_l_nm_np1_ba_med_8,a man is shooting a ball
Rum_Mixed_Drinks-_Part_4_-_How_to_Make_the_Cuba_Libre_Mixed_Drink_pour_u_nm_np1_fr_goo_0,a man is pouring something from one glass to another
Rum_Mixed_Drinks-_Part_4_-_How_to_Make_the_Cuba_Libre_Mixed_Drink_pour_u_nm_np1_fr_goo_1,a man is pouring something in the glass
Rum_Mixed_Drinks-_Part_4_-_How_to_Make_the_Cuba_Libre_Mixed_Drink_pour_u_nm_np1_fr_goo_2,man pouring out liquor
RushHour2_stand_u_cm_np1_fr_med_11,man standing up from the floor
SafeInPort_pick_f_nm_np1_fr_med_1,man picking up something from ground
SafeInPort_walk_f_nm_np1_ba_med_2,man walking
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_le_bad_3,player jumping and catching the football
Sam_Cooksey_Goalkeeper_Training_jump_f_cm_np1_ri_bad_1,man catching the football
SchoolRulesHowTheyHelpUs_stand_u_nm_np1_fr_med_1,boy standing up
SchoolRulesHowTheyHelpUs_walk_f_cm_np1_fr_med_2,man walking through the door
ScottKazmir_throw_f_cm_np1_fr_med_0,a man is throwing a baseball ball
ScottKazmir_throw_f_cm_np1_fr_med_2,player throwing baseball
Search_and_Identify_Golf_Ball_-_www_mulliganplus_com_pick_f_nm_np1_le_goo_0,a man in white shirt is bending to put a ball on the ground
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_7,player in blue shirt catching the ball
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_8,a man in blue shirt is catching a ball
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_3,goalkeeper in blue shirt catching the ball
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_5,player in blue shirt and black pants catching the football
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_6,player jumping and catching the football
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_bad_2,player catching the football
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_bad_4,player in blue shirt catching the football
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_med_1,goalkeeper catching the football
Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_u_cm_np1_fr_bad_0,goalkeeper in blue shirt catching the ball
Sergio_Garcia_golf_f_cm_np1_ri_med_0,man swing golf ball by the river
Sergio_Garcia_golf_f_cm_np1_ri_med_1,a man with white hat is playing golf
Shadow_of_a_Doubt_sit_u_cm_np1_fr_med_11,man in suit sitting down
Shadow_of_a_Doubt_throw_u_cm_np1_ba_med_0,a man in suit is throwing something
Shootingarecurve_shoot_bow_u_cm_np1_fr_med_5,a man is playing archery
Shootingarecurve_shoot_bow_u_nm_np1_fr_med_0,man shooting bow
Shootingarecurve_shoot_bow_u_nm_np1_fr_med_1,man in black shirt shooting bow
Shootingarecurve_shoot_bow_u_nm_np1_fr_med_2,man shooting bow
Shootingarecurve_shoot_bow_u_nm_np1_fr_med_3,man shooting his bow
Shootingarecurve_shoot_bow_u_nm_np1_fr_med_4,a man is playing archery
Shootingattherange_shoot_gun_f_cm_np1_ri_med_2,woman shooting gun
Shootingattherange_shoot_gun_f_nm_np1_ri_med_0,woman shooting gun
Shootingattherange_shoot_gun_f_nm_np1_ri_med_3,woman shooting guns
Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_0,a woman is combing her hair
Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_1,girl in pink brushing her long hair
Silky_Straight_Hair_Original_brush_hair_u_nm_np1_ba_goo_2,woman in pink shirt brushing her hair
Sommerland_Syd_sprung_in_den_tod_jump_f_cm_np1_fr_bad_0,a woman is going to jump
Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_clap_u_cm_np1_fr_med_3,woman clapping her hands
Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_clap_u_cm_np1_fr_med_4,woman clapping her hands
Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_wave_u_cm_np1_fr_med_0,woman waving her hands
Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_wave_u_cm_np1_fr_med_1,a woman is waving her hands
Song_I_Can_Wave_My_Hands_-_Cullen_s_Abc_s_wave_u_cm_np1_fr_med_2,a woman is waving her hands
SoundAndTheStory_stand_f_cm_np1_ri_med_0,woman standing up from the sofa
Spirit_Pouring_pour_u_nm_np1_fr_goo_0,a man is pouring liquid to a glass
Spirit_Pouring_pour_u_nm_np1_fr_goo_1,a man is pouring something into the glass
Spirit_Pouring_pour_u_nm_np1_fr_goo_2,a man in pouring a liquid to a glass
Sports_Training_-_Speed_Workouts_-_Stair_Running_climb_stairs_f_nm_np1_ba_med_0,man climbing stairs
Sports_Training_-_Speed_Workouts_-_Stair_Running_climb_stairs_f_nm_np1_ba_med_1,man climbing stairs
Sports_Training_-_Speed_Workouts_-_Stair_Running_climb_stairs_f_nm_np1_ba_med_2,a man is going up the stairs
St__Louis_Goalkeeping__Academy_elite_training_jump_f_nm_np1_le_bad_3,a goalkeeper is catching a ball
Stadium_Plyometric_Workout_climb_stairs_f_cm_np1_ba_bad_5,man in black climbing stairs
Stadium_Plyometric_Workout_climb_stairs_l_cm_np1_ba_med_3,a man is going up the stairs
Stadium_Plyometric_Workout_climb_stairs_l_cm_np1_ba_med_4,man in black hopping up stairs
Stadium_Plyometric_Workout_climb_stairs_l_cm_np1_ri_med_0, man in black is going up the stairs
Stadium_Plyometric_Workout_climb_stairs_l_cm_np1_ri_med_2,man hopping up the stairs
Stadium_Plyometric_Workout_jump_f_cm_np1_ba_bad_6,man in black hopping up stairs
Stadium_Plyometric_Workout_jump_f_cm_np1_ba_bad_7,a man is climbing the stairs while jumping up and down
Stadium_Plyometric_Workout_jump_f_cm_np1_ba_med_8,a man is jumping up and down while going up the stairs
Stairway_to_fitness_climb_stairs_f_nm_np1_fr_med_0,man climbing stairs
Stairway_to_fitness_climb_stairs_f_nm_np1_fr_med_1,man in white shirt climbing up the stairs
Steve_Elkington_1995_PGA_golf_f_cm_np1_ri_med_0,a man is playing golf
Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ba_med_0,a woman is bending to pick up something
Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ri_med_3,a girl is bending to catch something from the ground
Super_Training_Pull_Ups_pullup_f_cm_np1_ba_med_0,woman pulling up
Super_Training_Pull_Ups_pullup_f_cm_np1_ba_med_1,a girl is doing pull ups
Super_Training_Pull_Ups_pullup_f_cm_np1_ba_med_2,a woman is pushing up
Superbad_run_f_nm_np1_ba_med_2,a man is jogging
SweeneyTodd_stand_f_cm_np1_le_med_10,a man is standing up
SweeneyTodd_stand_f_cm_np1_ri_med_33,the person is standing up
THE_PROTECTOR_run_f_cm_np1_ba_med_13,man running in a narrow alley
THE_PROTECTOR_run_f_cm_np1_ba_med_35,man running to the stairs
THE_PROTECTOR_run_f_cm_np1_le_med_15,a man is running
THE_PROTECTOR_run_f_cm_np1_ri_med_101,a top naked man is running in slow motion
THE_PROTECTOR_run_f_nm_np1_le_med_91,man in black running to another man
THE_PROTECTOR_stand_f_cm_np1_fr_med_23,man standing up
THE_PROTECTOR_walk_f_cm_np1_ba_med_27,a man is walking fast
THE_WALLET_TRICK!!!_pick_f_cm_np1_fr_med_2,a woman is bending to catch something
THE_WALLET_TRICK!!!_pick_f_cm_np1_le_med_0,a man in bending to grab something
Tannerafterwecorrected_swing_baseball_f_cm_np1_fr_bad_0,a top baked boy is playing golf
Tannerafterwecorrected_swing_baseball_f_cm_np1_fr_bad_1,a top naked man is hitting a ball by a baseball bat
Tannerafterwecorrected_swing_baseball_f_cm_np1_fr_bad_2,man in blue hat swing baseball
TanyaShooting_shoot_gun_u_cm_np1_ri_med_2,a woman in yellow tshirt is shooting a pistol
TanyaShooting_shoot_gun_u_nm_np1_ba_med_0,a girl in yellow tshirt is shooting a pistol
TanyaShooting_shoot_gun_u_nm_np1_ba_med_1,a woman is shooting a pistol
TanyaShooting_shoot_gun_u_nm_np1_ri_med_3,a woman in green tshirt is shooting a pistol
TanyaShooting_shoot_gun_u_nm_np1_ri_med_4,woman in yellow shirt shooting gun
TheBoondockSaints_sit_u_cm_np1_le_med_15,topless man sitting down
TheLastManOnearth_climb_stairs_f_cm_np1_ba_med_33,man climbing stairs
TheLastManOnearth_climb_stairs_f_nm_np1_ba_med_56,man in black climbing stairs
TheLastManOnearth_run_f_cm_np1_fr_med_48,man running
TheLastManOnearth_run_f_cm_np1_le_med_47,woman running
TheLastManOnearth_run_f_nm_np1_fr_med_42,a man in walking
TheLastManOnearth_sit_f_nm_np1_ri_med_51,a man on the left is sitting
TheLastManOnearth_stand_f_nm_np1_fr_med_24,man standing up from the couch
TheLastManOnearth_walk_f_cm_np1_ba_med_25,man walking in the room
TheLastManOnearth_walk_f_cm_np1_ba_med_27,man in black walking
TheLastManOnearth_walk_f_cm_np1_fr_med_36,a man in black suit is walking
TheLastManOnearth_walk_f_cm_np1_ri_med_2,man walking
TheLastManOnearth_walk_f_nm_np1_ba_med_26,a man is walking
TheLastManOnearth_walk_f_nm_np1_fr_med_21,a man is walking
TheLittleShopofHorrors_sit_f_nm_np1_ri_med_7,man sitting down on the couch
ThePerfectScore_sit_u_cm_np1_fr_med_1,man sitting down
ThePerfectScore_sit_u_cm_np1_fr_med_2,a man is black is sitting down
The_Fugitive_2_sit_f_cm_np1_fr_med_8,a man is taking a chair to sit
The_Fugitive_2_walk_u_cm_np1_fr_med_13,man in gray walking
The_Fugitive_3_walk_f_cm_np1_ba_bad_0,a man is climbing up the stairs
The_House_on_Haunted_Hill_walk_f_cm_np1_fr_med_18,man in suit walking in the room
The_House_on_Haunted_Hill_walk_u_cm_np1_fr_med_14,man in suit walking in the corridor
The_Matrix_3_run_f_cm_np1_ri_med_7,man in black running
The_Slow_Clap_clap_u_cm_np1_fr_med_4,man in black clapping hands
The_Slow_Clap_clap_u_nm_np1_fr_bad_20,a girl is clapping her hands
Theslowclap1_clap_f_cm_np1_fr_med_0,baby in white sitting on the floor and clapping hands
ThreeStories_sit_u_cm_np1_fr_med_1,woman in pink sitting down
Tiger_Woods_AMAZING_Shots_golf_f_cm_np1_ri_med_0,a man with black hat is playing golf
Tiger_Woods_Super_Drive_golf_f_nm_np1_ri_goo_0,man playing golf at the golf course
Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_0,goalkeeper jumping up and catching the football
Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_1,a goalkeeper with red jersey is catching a ball
Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_2,a man in red jersey is catching a ball
Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_pick_f_cm_np1_fr_goo_3,a man in red shirt is grabbing a football ball
Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_0,player in red shirt catching the football
Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_1,player in red shirt catching football
Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_2,goalkeeper in red shirt catching the football
Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_3,player in red shirt catching the football
Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_4,goalkeeper catching the football
Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_5,player in red shirt catching the football
Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_3,man in red top and black pants catching the football
Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_4,goalkeeper catching the football
Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_5,goalkeeper catching the football
Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_0,a goalkeeper is catching a ball
Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_1,goalkeeper catching the football
Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_2,goalkeeper catching the ball
Torwarttraining_catch_f_cm_np1_le_bad_5,player in blue catching the ball
Torwarttraining_catch_u_cm_np1_fr_bad_4,a man in blue shirt is catching a ball
Torwarttraining_catch_u_cm_np1_le_bad_6,player in blue catching the ball
Torwarttraining_catch_u_cm_np1_le_bad_7,a man in blue grabs the ball
Torwarttraining_catch_u_cm_np1_ri_med_0,man catching the ball
Torwarttraining_catch_u_cm_np1_ri_med_1,a boy is catching a yellow ball
Torwarttraining_catch_u_cm_np1_ri_med_2,boy in blue top catching the ball
Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_0,a woman is combing her hair
Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_1,woman sitting and brushing her hair
Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_2,woman brushing her hair
TrumanShow_run_f_cm_np1_ba_med_13,a man in suit is running
TrumanShow_run_f_nm_np1_ba_med_19,man in black suit running on the street
TrumanShow_run_f_nm_np1_ba_med_21,a woman is running
TrumanShow_run_f_nm_np1_le_med_11,a man is running 
TrumanShow_sit_f_nm_np1_le_med_37,a man is sitting on the chair
TrumanShow_walk_f_cm_np1_ri_med_36,man in black walking
TrumanShow_wave_u_nm_np1_fr_med_0,man waving his hand
TrumanShow_wave_u_nm_np1_fr_med_25,a man is climbing down a stair while waving his hand
Updatedvideoofmeshootingteamusaarchery_shoot_bow_f_nm_np1_ri_med_1,a man is playing archery
Updatedvideoofmeshootingteamusaarchery_shoot_bow_f_nm_np1_ri_med_5,a man in playing archery
Updatedvideoofmeshootingteamusaarchery_shoot_bow_u_cm_np1_ba_med_6,a man is doing archery
Updatedvideoofmeshootingteamusaarchery_shoot_bow_u_cm_np1_ri_med_4,man shooting bow
Updatedvideoofmeshootingteamusaarchery_shoot_bow_u_nm_np1_ba_med_2,a man is doing archery
Updatedvideoofmeshootingteamusaarchery_shoot_bow_u_nm_np1_ba_med_7,man shooting bow
Updatedvideoofmeshootingteamusaarchery_shoot_bow_u_nm_np1_fr_med_3,a man is playing archery
Veoh_Alpha_Dog_1_throw_f_cm_np1_le_med_5,a man is throwing a baseball ball
Veoh_Alpha_Dog_1_throw_u_nm_np1_ri_med_25,a man is throwing a stone
Veoh_Alpha_Dog_1_walk_f_nm_np1_ri_med_24,man walking out of the building
Veoh_Alpha_Dog_1_walk_u_cm_np1_fr_med_13,a man is walking
Veoh_Alpha_Dog_2_sit_f_nm_np1_fr_med_0,a woman is sitting on a sofa
Veoh_Alpha_Dog_2_walk_f_cm_np2_ri_med_10,a man is walking
Veoh_Alpha_Dog_2_walk_u_nm_np1_le_med_29,a man with black hat is walking
Walking_up_the_stairs_climb_stairs_l_cm_np1_ba_med_0,woman climbing stairs
Walking_up_the_stairs_climb_stairs_l_cm_np1_ba_med_1,girl climbing stairs
Walking_up_the_stairs_climb_stairs_l_cm_np1_ba_med_2,a woman is climbing up the stairs
Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_ba_med_6,football player kicking ball into the goal
Wayne_Rooney_At_Home_Funny_Must_See_kick_ball_f_cm_np1_le_bad_5,player in black kicking the ball
WeTheKingsplaying_shoot_ball_f_cm_np1_ri_med_0,man shooting basketball
WeddingCrashers_wave_u_nm_np1_fr_goo_0,man talking and waving hand
Wie_man_winkt!!_wave_u_cm_np1_fr_med_0,girl in pink shirt and dark hat waving her hands
Yep__I_m_picking_up_trash_today_pick_f_cm_np1_fr_med_1,man picking up trash along the road
_Boom_Snap_Clap__challenge_clap_u_nm_np1_fr_med_0,woman clapping hands
_Boom_Snap_Clap__challenge_clap_u_nm_np1_fr_med_1,a girl is clapping her hands
amazingballthrowingtricks_throw_f_cm_np1_ri_med_5,a man in black is throwing a dart
amazingballthrowingtricks_throw_f_nm_np1_ri_med_0,man throwing a ball
boom-snap-clap_clap_u_nm_np1_fr_med_0,woman clapping her hands
boom-snap-clap_clap_u_nm_np1_fr_med_1,a girl is doing hand clapping
boom-snap-clap_clap_u_nm_np1_fr_med_2,woman clapping her hands
boom-snap-clap_clap_u_nm_np1_fr_med_3,woman clapping her hands
boom_snap_clap_(challenge)_HARDCORE_VERSION!_clap_u_nm_np1_fr_bad_0,woman in black clapping her hands
boom_snap_clap_(challenge)_clap_u_nm_np1_fr_med_0,a boy in black tshirt is clapping hands
boom_snap_clap_(challenge)_clap_u_nm_np1_fr_med_1,man in black shirt clapping his hands
boomsnapclap!_clap_u_nm_np1_fr_med_0,man in black shirt clapping hands
boomsnapclap!_clap_u_nm_np1_fr_med_1,man in black shirt clapping hands
boomsnapclap!_clap_u_nm_np1_fr_med_2,a man is clapping his hands
box_pushing_1_push_f_cm_np1_ba_bad_2,a kid is pusing a box
box_pushing_1_push_f_cm_np1_le_med_1,baby pushing cardboard box on the floor
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0,woman sitting on the bed and brushing her hair
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2,a girl is combing her hair
cmd_pushing_box_2_push_f_cm_np1_ba_bad_0,a kid is pusing a box
crazy_german_guy_shows_how_do_they_pour_a_wheat_beer_pour_u_cm_np1_fr_goo_0,man pouring beer
crazy_german_guy_shows_how_do_they_pour_a_wheat_beer_pour_u_cm_np1_fr_goo_1,man pouring beer
crazy_german_guy_shows_how_do_they_pour_a_wheat_beer_pour_u_cm_np1_fr_goo_2,man pouring beer
deserteagle_shoot_gun_u_cm_np1_ri_goo_0,a man is shooting two pistols
dualdeserteagle_shoot_gun_f_cm_np1_le_med_0,a man on the right is shooting two pistols
eddieizzardcircle_wave_u_nm_np1_ri_med_8,a woman is talking while moving her hand
erikafrontcompound6feb09_shoot_bow_f_nm_np1_fr_med_0,a girl is playing archery
funny_soccer_commercial_kick_ball_f_cm_np1_fr_med_0,player in yellow and blue kicking the football
garbage_men_pick_f_cm_np1_ri_med_0,a man in yellow cover is bending to grab plastic garbages
garbage_men_pick_f_cm_np1_ri_med_1,a man in green is taking two black plastic bags
garbage_men_pick_f_cm_np1_ri_med_2,a man in yellow cover is bending to grab plastic garbages
girl_pull_ups_fitness_exercise_pullups_pullup_f_cm_np1_fr_med_0,woman pulling up
girl_pull_ups_fitness_exercise_pullups_pullup_f_cm_np1_fr_med_1,woman in blue top and black shorts pulling up
girl_pull_ups_fitness_exercise_pullups_pullup_f_cm_np1_fr_med_2,a man is practicing pull up
golf_golf_f_nm_np1_ri_goo_0,woman swing golf ball
golf_golf_f_nm_np1_ri_goo_1,a woman is playing golf
golf_golf_f_nm_np1_ri_goo_2,a woman is playing golf
happy_go_lovely_jump_f_cm_np1_fr_bad_20,dancer in white dress jumping
happy_go_lovely_stand_f_cm_np1_fr_med_19,woman in white dress standing up
happy_go_lovely_stand_u_cm_np1_fr_bad_14,a man in black suit is standing up
happy_go_lovely_stand_u_nm_np1_fr_med_9,woman standing up
hittingofftee2_swing_baseball_f_nm_np1_fr_med_0,a boy is shooting a ball in the golf
hittingofftee2_swing_baseball_f_nm_np1_fr_med_1,a boy is shooting a ball in the golf
hittingofftee2_swing_baseball_f_nm_np1_fr_med_10,a man is hitting to a ball by a baseball bat
hittingofftee2_swing_baseball_f_nm_np1_fr_med_11,boy swing the baseball
hittingofftee2_swing_baseball_f_nm_np1_fr_med_3,boy swing the baseball
hittingofftee2_swing_baseball_f_nm_np1_fr_med_4,boy in gray shirt and black shorts swing baseball
hittingofftee2_swing_baseball_f_nm_np1_fr_med_5,boy swing the baseball
hittingofftee2_swing_baseball_f_nm_np1_fr_med_6,boy swing the baseball
hittingofftee2_swing_baseball_f_nm_np1_fr_med_7,a boy is shooting a ball with a baseball bat
hittingofftee2_swing_baseball_f_nm_np1_fr_med_8,a man is hitting a ball by a baseball bat
hittingofftee2_swing_baseball_f_nm_np1_fr_med_9,boy in gray shirt and black shorts playing baseball
jonhs_netfreemovies_holygrail_stand_u_nm_np1_fr_bad_15,man standing up
le_parkour_kl_jump_f_nm_np1_le_bad_3,the girl is jumping from right to left
likebeckam_kick_ball_f_nm_np1_ba_bad_39,a man in black is shooting a ball
likebeckam_run_f_cm_np1_ba_med_22,woman running
likebeckam_run_f_cm_np1_fr_med_5,player in red shirt running with a football
likebeckam_run_f_cm_np1_ri_med_0,player in yellow shirt running with the football
likebeckam_sit_f_nm_np1_le_bad_29,girl sitting down on the couch
likebeckam_stand_f_nm_np1_fr_med_7,woman in blue standing up
likebeckam_walk_f_cm_np1_ri_med_31,woman walking on the sidewalk
long_hair_Christa__brush_hair_u_nm_np1_le_goo_0,girl in yellow top sitting and brushing her hair
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2,woman brushing her long blonde hair
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0,a girl is combing her hair
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1,a woman in black dress is combing her hair
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3,woman brushing her hair
nameunknown256kb_run_f_cm_np1_fr_med_3,woman running
nameunknown256kb_sit_u_nm_np1_fr_med_1,a man is sitting
pepsi_banned_soccer_commercial_kick_ball_f_cm_np1_fr_bad_0,player in blue kicking the football
pick_up_trash_says_yeti_pick_f_cm_np1_le_med_1,man in white picking up things
pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2,a person in white is bending to pick up something
pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0,a man in white is bending to get something on the ground
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_12,a man in black shirt is shooting a ball with a baseball bat
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_13,man in black shirt and blue jeans swing baseball
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_14,man swing the baseball bat
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_15,a man is hitting a ball by a baseball bat
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_16,man in black shirt and blue jeans swing baseball
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_17,man in black shirt and blue jeans swing baseball
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_18,a man is hitting a ball by a baseball bat
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_19,a man is hitting a ball by a baseball bat
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_2,a man is hitting a ball by a baseball bat
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_4,a man is hitting a ball by a baseball bat
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_5,man in black shirt swing baseball
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_6,a man tried to hit a ball using a baseball bat
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_7,a boy is hitting a ball using a baseball bat
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_8,man in black shirt and blue jeans swing baseball
practicingmybaseballswing2009_swing_baseball_f_cm_np1_fr_med_9,man swing the baseball bat
practicingmybaseballswing2009_swing_baseball_u_cm_np1_fr_med_0,man swing the baseball
practicingmybaseballswing2009_swing_baseball_u_cm_np1_fr_med_1,man swing the baseball
practicingmybaseballswing2009_swing_baseball_u_cm_np1_fr_med_10,man swing baseball
prelinger_ControlY1950_jump_f_nm_np1_fr_bad_13,a man jump and then fell
prelinger_ControlY1950_jump_f_nm_np1_fr_bad_6,man jumping over the grass
prelinger_ControlY1950_jump_f_nm_np1_fr_bad_7,a man is jumping then felling
prelinger_ControlY1950_jump_f_nm_np1_fr_med_12,a man is jumping
prelinger_ControlY1950_sit_f_cm_np1_fr_med_1, man is sitting on the chair
prelinger_ControlY1950_stand_f_cm_np1_fr_med_2,a man is standing up the chair
prelinger_ControlY1950_stand_u_cm_np1_fr_med_0,a man is standing up
prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8,a boy is bending to catch something
prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12,a boy is getting something from the ground
prelinger_LetsPlay1949_sit_u_cm_np1_le_med_9,woman sitting down at the table
prelinger_LetsPlay1949_walk_f_nm_np1_le_med_10,boy walking and holding a mug
prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10,a boy is bending to catch something
prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1,girl in red dress picking up something from the couch
prelinger_they_grow_up_so_fast_1_throw_f_nm_np1_fr_med_8,boy throwing baseball
prideandprejudice1_sit_f_nm_np1_ri_med_10,a man in black is sitting down a chair
prideandprejudice1_wave_f_nm_np1_ri_med_14,a woman is raising her hand and waving it
pull_ups_pullup_u_nm_np1_ba_med_0,a top naked man is pulling up
pull_ups_pullup_u_nm_np1_ba_med_1,topless man pulling up
pull_ups_pullup_u_nm_np1_ba_med_2,a man is doing pull ups
pull_ups_pullup_u_nm_np1_fr_med_3,a top naked man is pulling up
pull_ups_pullup_u_nm_np1_fr_med_4,topless man pulling up
pull_ups_pullup_u_nm_np1_fr_med_5,a top naked man is doing pull up bar exercise
pushing_blocks_push_f_nm_np1_le_bad_0,man pushing the ball
pushing_blocks_push_f_nm_np1_le_bad_1,a man is pushing a wall
pushing_blocks_push_f_nm_np1_le_bad_2,a man is pushing a wall
pushing_box_around_house_push_f_cm_np1_fr_med_0,a baby is pushing a box
pushing_box_around_house_push_f_cm_np1_le_bad_3,baby pushing the box
pushing_box_around_house_push_f_cm_np1_le_med_2,baby pushing box on the floor
pushing_box_around_house_push_u_cm_np1_fr_med_1,a baby is pushing a box
pushing_cart_push_f_cm_np1_le_bad_0,woman pushing a man with a shopping cart
pushing_cart_push_f_cm_np1_le_bad_1,a woman in white tshirt is running
pushing_cart_push_f_cm_np1_le_bad_2,woman pushing another woman with a shopping cart
red_head_brush_hair_u_cm_np1_fr_goo_1,girl brushing her long hair
red_head_brush_hair_u_cm_np1_le_goo_2,a woman is combing her hair
rory_hie_high_school__now_USC_golf_f_nm_np1_ri_goo_0,a man is playing golf
shooting_shoot_gun_u_nm_np1_le_med_0,woman shooting gun
shooting_shoot_gun_u_nm_np1_le_med_1,a man is shooting a pistol
shooting_shoot_gun_u_nm_np1_le_med_2,a woman is shooting a pistol
